ID,Name_submitted,Overall_score,Name_matched_id,Name_matched,Name_score,Name_matched_rank,Author_submitted,Author_matched,Author_score,Canonical_author,Name_matched_accepted_family,Genus_submitted,Genus_matched,Genus_score,Specific_epithet_submitted,Specific_epithet_matched,Specific_epithet_score,Family_submitted,Family_matched,Family_score,Infraspecific_rank,Infraspecific_epithet_matched,Infraspecific_epithet_score,Infraspecific_rank_2,Infraspecific_epithet_2_matched,Infraspecific_epithet_2_score,Annotations,Unmatched_terms,Name_matched_url,Name_matched_lsid,Phonetic,Taxonomic_status,Accepted_name,Accepted_species,Accepted_name_author,Accepted_name_id,Accepted_name_rank,Accepted_name_url,Accepted_name_lsid,Accepted_family,Overall_score_order,Highertaxa_score_order,Source,Warnings,WarningsEng
1,Abies alba Mill.,1,504592,Abies alba,1,species,Mill.,Mill.,1,Mill.,Pinaceae,Abies,Abies,1,alba,alba,1,,,NA,,,NA,,,NA,,,https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:60468511-2,,Y,Accepted,Abies alba,Abies alba,Mill.,504592,species,https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:60468511-2,,Pinaceae,1,1,wcvp,0,
2,Abutilon theophrasti Medik.,1,505938,Abutilon theophrasti,1,species,Medik.,Medik.,1,Medik.,Malvaceae,Abutilon,Abutilon,1,theophrasti,theophrasti,1,,,NA,,,NA,,,NA,,,https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:1044174-2,,Y,Accepted,Abutilon theophrasti,Abutilon theophrasti,Medik.,505938,species,https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:1044174-2,,Malvaceae,1,1,wcvp,0,
3,Acer campestre L.,1,507642,Acer campestre,1,species,L.,L.,1,L.,Sapindaceae,Acer,Acer,1,campestre,campestre,1,,,NA,,,NA,,,NA,,,https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:781250-1,,Y,Accepted,Acer campestre,Acer campestre,L.,507642,species,https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:781250-1,,Sapindaceae,1,1,wcvp,0,
4,Acer monspessulanum L.,1,508191,Acer monspessulanum,1,species,L.,L.,1,L.,Sapindaceae,Acer,Acer,1,monspessulanum,monspessulanum,1,,,NA,,,NA,,,NA,,,https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:781402-1,,Y,Accepted,Acer monspessulanum,Acer monspessulanum,L.,508191,species,https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:781402-1,,Sapindaceae,1,1,wcvp,0,
5,Acer monspessulanum subsp. monspessulanum,1,1693048,Acer monspessulanum subsp. monspessulanum,1,subspecies,,,NA,,Sapindaceae,Acer,Acer,1,monspessulanum,monspessulanum,1,,,NA,subsp.,monspessulanum,1,,,NA,,,https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:77227880-1,,Y,Accepted,Acer monspessulanum subsp. monspessulanum,Acer monspessulanum,,1693048,subspecies,https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:77227880-1,,Sapindaceae,1,1,wcvp,0,
6,Acer negundo L.,1,508241,Acer negundo,1,species,L.,L.,1,L.,Sapindaceae,Acer,Acer,1,negundo,negundo,1,,,NA,,,NA,,,NA,,,https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:781412-1,,Y,Accepted,Acer negundo,Acer negundo,L.,508241,species,https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:781412-1,,Sapindaceae,1,1,wcvp,0,
7,Acer opalus Mill.,1,508330,Acer opalus,1,species,Mill.,Mill.,1,Mill.,Sapindaceae,Acer,Acer,1,opalus,opalus,1,,,NA,,,NA,,,NA,,,https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:781424-1,,Y,Accepted,Acer opalus,Acer opalus,Mill.,508330,species,https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:781424-1,,Sapindaceae,1,1,wcvp,0,
8,Acer platanoides L.,1,508479,Acer platanoides,1,species,L.,L.,1,L.,Sapindaceae,Acer,Acer,1,platanoides,platanoides,1,,,NA,,,NA,,,NA,,,https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:781455-1,,Y,Accepted,Acer platanoides,Acer platanoides,L.,508479,species,https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:781455-1,,Sapindaceae,1,1,wcvp,0,
9,Acer pseudoplatanus L.,1,508503,Acer pseudoplatanus,1,species,L.,L.,1,L.,Sapindaceae,Acer,Acer,1,pseudoplatanus,pseudoplatanus,1,,,NA,,,NA,,,NA,,,https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:781462-1,,Y,Accepted,Acer pseudoplatanus,Acer pseudoplatanus,L.,508503,species,https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:781462-1,,Sapindaceae,1,1,wcvp,0,
10,Achillea atrata L.,1,50163,Achillea atrata,1,species,L.,L.,1,L.,Asteraceae,Achillea,Achillea,1,atrata,atrata,1,,,NA,,,NA,,,NA,,,https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:173829-1,,Y,Accepted,Achillea atrata,Achillea atrata,L.,50163,species,https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:173829-1,,Asteraceae,1,1,wcvp,0,
11,Achillea clavenae L.,0.98568093681339,6023,Achillea clavennae,0.98210117101673,species,L.,L.,1,L.,Asteraceae,Achillea,Achillea,1,clavenae,clavennae,0.88888888888889,,,NA,,,NA,,,NA,,,https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:173892-1,,Y,Accepted,Achillea clavennae,Achillea clavennae,L.,6023,species,https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:173892-1,,Asteraceae,1,1,wcvp,0,
12,Achillea crithmifolia Waldst. & Kit.,1,125226,Achillea crithmifolia,1,species,Waldst. & Kit.,Waldst. & Kit.,1,Waldst. & Kit.,Asteraceae,Achillea,Achillea,1,crithmifolia,crithmifolia,1,,,NA,,,NA,,,NA,,,https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:173918-1,,Y,Accepted,Achillea crithmifolia,Achillea crithmifolia,Waldst. & Kit.,125226,species,https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:173918-1,,Asteraceae,1,1,wcvp,0,
13,Achillea macrophylla L.,1,71173,Achillea macrophylla,1,species,L.,L.,1,L.,Asteraceae,Achillea,Achillea,1,macrophylla,macrophylla,1,,,NA,,,NA,,,NA,,,https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:174087-1,,Y,Accepted,Achillea macrophylla,Achillea macrophylla,L.,71173,species,https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:174087-1,,Asteraceae,1,1,wcvp,0,
14,Achillea millefolium agg.,0.9,42210,Achillea millefolium,1,species,,,NA,L.,Asteraceae,Achillea,Achillea,1,millefolium,millefolium,1,,,NA,,,NA,,,NA,,agg.,https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:2294-2,,Y,Accepted,Achillea millefolium,Achillea millefolium,L.,42210,species,https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:2294-2,,Asteraceae,1,1,wcvp,0,
15,Achillea collina (Wirtg.) Heimerl,0.9523,1673403,Achillea collina,1,species,(Wirtg.) Heimerl,(Wirtg.) Becker ex Heimerl,0.7615,(Wirtg.) Becker ex Heimerl,Asteraceae,Achillea,Achillea,1,collina,collina,1,,,NA,,,NA,,,NA,,,https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:60477838-2,,Y,Illegitimate,Achillea millefolium subsp. collina,Achillea millefolium,(Wirtg.) Oborny,99662,subspecies,https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:60477839-2,,Asteraceae,1,1,wcvp,0,
16,Achillea millefolium L.,1,42210,Achillea millefolium,1,species,L.,L.,1,L.,Asteraceae,Achillea,Achillea,1,millefolium,millefolium,1,,,NA,,,NA,,,NA,,,https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:2294-2,,Y,Accepted,Achillea millefolium,Achillea millefolium,L.,42210,species,https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:2294-2,,Asteraceae,1,1,wcvp,0,
17,Achillea millefolium subsp. millefolium,1,69473,Achillea millefolium subsp. millefolium,1,subspecies,,,NA,,Asteraceae,Achillea,Achillea,1,millefolium,millefolium,1,,,NA,subsp.,millefolium,1,,,NA,,,https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:77179584-1,,Y,Accepted,Achillea millefolium subsp. millefolium,Achillea millefolium,,69473,subspecies,https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:77179584-1,,Asteraceae,1,1,wcvp,0,
18,Achillea millefolium subsp. sudetica (Opiz) Oborny,1,92973,Achillea millefolium subsp. sudetica,1,subspecies,(Opiz) Oborny,(Opiz) Oborny,1,(Opiz) Oborny,Asteraceae,Achillea,Achillea,1,millefolium,millefolium,1,,,NA,subsp.,sudetica,1,,,NA,,,https://www.worldfloraonline.org/taxon/wfo-0000093947,,Y,Accepted,Achillea millefolium subsp. sudetica,Achillea millefolium,(Opiz) Oborny,92973,subspecies,https://www.worldfloraonline.org/taxon/wfo-0000093947,,Asteraceae,1,1,wfo,0,
19,Achillea pannonica Scheele,1,122495,Achillea pannonica,1,species,Scheele,Scheele,1,Scheele,Asteraceae,Achillea,Achillea,1,pannonica,pannonica,1,,,NA,,,NA,,,NA,,,https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:174167-1,,Y,Accepted,Achillea pannonica,Achillea pannonica,Scheele,122495,species,https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:174167-1,,Asteraceae,1,1,wcvp,0,
20,Achillea pratensis Saukel & R. Langer,0.97596,123329,Achillea pratensis,1,species,Saukel & R. Langer,Saukel & R.Länger,0.8798,Saukel & R.Länger,Asteraceae,Achillea,Achillea,1,pratensis,pratensis,1,,,NA,,,NA,,,NA,,,https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:968671-1,,Y,Synonym,Achillea millefolium subsp. millefolium,Achillea millefolium,,69473,subspecies,https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:77179584-1,,Asteraceae,1,1,wcvp,0,
21,Achillea roseoalba Ehrend.,1,31855,Achillea roseo-alba,1,species,Ehrend.,Ehrend.,1,Ehrend.,Asteraceae,Achillea,Achillea,1,roseoalba,roseo-alba,1,,,NA,,,NA,,,NA,,,https://www.worldfloraonline.org/taxon/wfo-0000031610,,Y,Accepted,Achillea roseo-alba,Achillea roseo-alba,Ehrend.,31855,species,https://www.worldfloraonline.org/taxon/wfo-0000031610,,Asteraceae,1,1,wfo,0,
22,Achillea setacea Waldst. & Kit.,1,10386,Achillea setacea,1,species,Waldst. & Kit.,Waldst. & Kit.,1,Waldst. & Kit.,Asteraceae,Achillea,Achillea,1,setacea,setacea,1,,,NA,,,NA,,,NA,,,https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:174265-1,,Y,Accepted,Achillea setacea,Achillea setacea,Waldst. & Kit.,10386,species,https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:174265-1,,Asteraceae,1,1,wcvp,0,
23,Achillea nobilis L.,1,91492,Achillea nobilis,1,species,L.,L.,1,L.,Asteraceae,Achillea,Achillea,1,nobilis,nobilis,1,,,NA,,,NA,,,NA,,,https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:2332-2,,Y,Accepted,Achillea nobilis,Achillea nobilis,L.,91492,species,https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:2332-2,,Asteraceae,1,1,wcvp,0,
24,Achillea nobilis subsp. nobilis,1,108116,Achillea nobilis subsp. nobilis,1,subspecies,,,NA,,Asteraceae,Achillea,Achillea,1,nobilis,nobilis,1,,,NA,subsp.,nobilis,1,,,NA,,,https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:77179578-1,,Y,Accepted,Achillea nobilis subsp. nobilis,Achillea nobilis,,108116,subspecies,https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:77179578-1,,Asteraceae,1,1,wcvp,0,
25,Achillea ptarmica agg.,0.9,34022,Achillea ptarmica,1,species,,,NA,L.,Asteraceae,Achillea,Achillea,1,ptarmica,ptarmica,1,,,NA,,,NA,,,NA,,agg.,https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:2336-2,,Y,Accepted,Achillea ptarmica,Achillea ptarmica,L.,34022,species,https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:2336-2,,Asteraceae,1,1,wcvp,0,
26,Achillea ptarmica L.,1,34022,Achillea ptarmica,1,species,L.,L.,1,L.,Asteraceae,Achillea,Achillea,1,ptarmica,ptarmica,1,,,NA,,,NA,,,NA,,,https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:2336-2,,Y,Accepted,Achillea ptarmica,Achillea ptarmica,L.,34022,species,https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:2336-2,,Asteraceae,1,1,wcvp,0,
27,Achillea salicifolia Besser,1,1784991,Achillea salicifolia,1,species,Besser,Besser,1,Besser,Asteraceae,Achillea,Achillea,1,salicifolia,salicifolia,1,,,NA,,,NA,,,NA,,,https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:174230-1,,Y,Accepted,Achillea salicifolia,Achillea salicifolia,Besser,1784991,species,https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:174230-1,,Asteraceae,1,1,wcvp,0,
28,Achnatherum calamagrostis (L.) P. Beauv.,1,833004,Achnatherum calamagrostis,1,species,(L.) P. Beauv.,(L.) P.Beauv.,1,(L.) P.Beauv.,Poaceae,Achnatherum,Achnatherum,1,calamagrostis,calamagrostis,1,,,NA,,,NA,,,NA,,,https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:384423-1,,Y,Accepted,Achnatherum calamagrostis,Achnatherum calamagrostis,(L.) P.Beauv.,833004,species,https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:384423-1,,Poaceae,1,1,wcvp,0,
29,Acinos alpinus (L.) Moench,1,312972,Acinos alpinus,1,species,(L.) Moench,(L.) Moench,1,(L.) Moench,Lamiaceae,Acinos,Acinos,1,alpinus,alpinus,1,,,NA,,,NA,,,NA,,,https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:444204-1,,Y,Synonym,Clinopodium alpinum,Clinopodium alpinum,(L.) Kuntze,1657220,species,https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:445714-1,,Lamiaceae,1,1,wcvp,0,
30,Acinos alpinus subsp. alpinus,0.59957384396743,1056066,Acinos alpinus,0.59957384396743,species,,,NA,Moench,Lamiaceae,Acinos,Acinos,1,alpinus,alpinus,1,,,NA,,,NA,,,NA,,subsp. alpinus,https://www.worldfloraonline.org/taxon/wfo-0001069585,,Y,Accepted,Acinos alpinus,Acinos alpinus,Moench,1056066,species,https://www.worldfloraonline.org/taxon/wfo-0001069585,,Lamiaceae,1,1,wfo,1,[Partial]
31,Acinos arvensis (Lam.) Dandy,1,315023,Acinos arvensis,1,species,(Lam.) Dandy,(Lam.) Dandy,1,(Lam.) Dandy,Lamiaceae,Acinos,Acinos,1,arvensis,arvensis,1,,,NA,,,NA,,,NA,,,https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:444205-1,,Y,Synonym,Clinopodium acinos,Clinopodium acinos,(L.) Kuntze,1640086,species,https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:445709-1,,Lamiaceae,1,1,wcvp,0,
32,Aconitum cammarum L.,0.8,510608,Aconitum cammarum,1,species,L.,Jacq.,0,Jacq.,Ranunculaceae,Aconitum,Aconitum,1,cammarum,cammarum,1,,,NA,,,NA,,,NA,,,https://www.worldfloraonline.org/taxon/wfo-0000517029,,Y,Synonym,Aconitum variegatum,Aconitum variegatum,L.,511825,species,https://www.worldfloraonline.org/taxon/wfo-0000518253,,Ranunculaceae,1,2,wfo,4,[HigherTaxa]
33,Aconitum lycoctonum L.,1,511165,Aconitum lycoctonum,1,species,L.,L.,1,L.,Ranunculaceae,Aconitum,Aconitum,1,lycoctonum,lycoctonum,1,,,NA,,,NA,,,NA,,,https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:707564-1,,Y,Accepted,Aconitum lycoctonum,Aconitum lycoctonum,L.,511165,species,https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:707564-1,,Ranunculaceae,1,1,wcvp,0,
34,Aconitum napellus agg.,0.9,511264,Aconitum napellus,1,species,,,NA,L.,Ranunculaceae,Aconitum,Aconitum,1,napellus,napellus,1,,,NA,,,NA,,,NA,,agg.,https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:707615-1,,Y,Accepted,Aconitum napellus,Aconitum napellus,L.,511264,species,https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:707615-1,,Ranunculaceae,1,1,wcvp,0,
35,Aconitum napellus L.,1,511264,Aconitum napellus,1,species,L.,L.,1,L.,Ranunculaceae,Aconitum,Aconitum,1,napellus,napellus,1,,,NA,,,NA,,,NA,,,https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:707615-1,,Y,Accepted,Aconitum napellus,Aconitum napellus,L.,511264,species,https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:707615-1,,Ranunculaceae,1,1,wcvp,0,
36,Aconitum napellus subsp. lusitanicum Rouy,1,511295,Aconitum napellus subsp. lusitanicum,1,subspecies,Rouy,Rouy,1,Rouy,Ranunculaceae,Aconitum,Aconitum,1,napellus,napellus,1,,,NA,subsp.,lusitanicum,1,,,NA,,,https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:77249878-1,,Y,Accepted,Aconitum napellus subsp. lusitanicum,Aconitum napellus,Rouy,511295,subspecies,https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:77249878-1,,Ranunculaceae,1,1,wcvp,0,
37,Aconitum plicatum Rchb.,0.90606,1786793,Aconitum plicatum,1,species,Rchb.,Köhler ex Rchb.,0.5303,Köhler ex Rchb.,Ranunculaceae,Aconitum,Aconitum,1,plicatum,plicatum,1,,,NA,,,NA,,,NA,,,https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:707704-1,,Y,Accepted,Aconitum plicatum,Aconitum plicatum,Köhler ex Rchb.,1786793,species,https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:707704-1,,Ranunculaceae,1,1,wcvp,0,
38,Aconitum tauricum Wulfen,1,511745,Aconitum tauricum,1,species,Wulfen,Wulfen,1,Wulfen,Ranunculaceae,Aconitum,Aconitum,1,tauricum,tauricum,1,,,NA,,,NA,,,NA,,,https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:707878-1,,Y,Accepted,Aconitum tauricum,Aconitum tauricum,Wulfen,511745,species,https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:707878-1,,Ranunculaceae,1,1,wcvp,0,
39,Aconitum tauricum subsp. tauricum,1,1698503,Aconitum tauricum subsp. tauricum,1,subspecies,,,NA,,Ranunculaceae,Aconitum,Aconitum,1,tauricum,tauricum,1,,,NA,subsp.,tauricum,1,,,NA,,,https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:3284488-4,,Y,Accepted,Aconitum tauricum subsp. tauricum,Aconitum tauricum,,1698503,subspecies,https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:3284488-4,,Ranunculaceae,1,1,wcvp,0,
40,Aconitum variegatum agg.,0.9,511825,Aconitum variegatum,1,species,,,NA,L.,Ranunculaceae,Aconitum,Aconitum,1,variegatum,variegatum,1,,,NA,,,NA,,,NA,,agg.,https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:707931-1,,Y,Accepted,Aconitum variegatum,Aconitum variegatum,L.,511825,species,https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:707931-1,,Ranunculaceae,1,1,wcvp,0,
41,Aconitum degenii Gayer,0.92698,510730,Aconitum degenii,1,species,Gayer,Gáyer,0.6349,Gáyer,Ranunculaceae,Aconitum,Aconitum,1,degenii,degenii,1,,,NA,,,NA,,,NA,,,https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:707304-1,,Y,Accepted,Aconitum degenii,Aconitum degenii,Gáyer,510730,species,https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:707304-1,,Ranunculaceae,1,1,wcvp,0,
42,Aconitum pilipes (Rchb.) Gayer,0.96762,1579166,Aconitum pilipes,1,species,(Rchb.) Gayer,(Rchb.) Gáyer,0.8381,(Rchb.) Gáyer,Ranunculaceae,Aconitum,Aconitum,1,pilipes,pilipes,1,,,NA,,,NA,,,NA,,,https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:50987641-1,,Y,Accepted,Aconitum pilipes,Aconitum pilipes,(Rchb.) Gáyer,1579166,species,https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:50987641-1,,Ranunculaceae,1,1,wcvp,0,
43,Aconitum variegatum L.,1,511825,Aconitum variegatum,1,species,L.,L.,1,L.,Ranunculaceae,Aconitum,Aconitum,1,variegatum,variegatum,1,,,NA,,,NA,,,NA,,,https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:707931-1,,Y,Accepted,Aconitum variegatum,Aconitum variegatum,L.,511825,species,https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:707931-1,,Ranunculaceae,1,1,wcvp,0,
44,Aconogonon polystachyum (Meisn.) Small,0.89946,512025,Aconogonon polystachyum,1,species,(Meisn.) Small,(Wall. ex Meisn.) M.Král,0.4973,(Wall. ex Meisn.) M.Král,Polygonaceae,Aconogonon,Aconogonon,1,polystachyum,polystachyum,1,,,NA,,,NA,,,NA,,,https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:693034-1,,Y,Synonym,Koenigia polystachya,Koenigia polystachya,(Wall. ex Meisn.) T.M.Schust. & Reveal,1498082,species,https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:77152610-1,,Polygonaceae,1,1,wcvp,0,
45,Acorus calamus L.,1,345621,Acorus calamus,1,species,L.,L.,1,L.,Acoraceae,Acorus,Acorus,1,calamus,calamus,1,,,NA,,,NA,,,NA,,,https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:84009-1,,Y,Accepted,Acorus calamus,Acorus calamus,L.,345621,species,https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:84009-1,,Acoraceae,1,1,wcvp,0,
46,Acroptilon repens (L.) DC.,1,68652,Acroptilon repens,1,species,(L.) DC.,(L.) DC.,1,(L.) DC.,,Acroptilon,Acroptilon,1,repens,repens,1,,,NA,,,NA,,,NA,,,https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:174802-1,,Y,Synonym,Rhaponticum repens,Rhaponticum repens,(L.) Hidalgo,124575,species,https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:77073843-1,,Asteraceae,1,1,wcvp,0,
47,Actaea spicata L.,1,512694,Actaea spicata,1,species,L.,L.,1,L.,Ranunculaceae,Actaea,Actaea,1,spicata,spicata,1,,,NA,,,NA,,,NA,,,https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:303913-2,,Y,Accepted,Actaea spicata,Actaea spicata,L.,512694,species,https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:303913-2,,Ranunculaceae,1,1,wcvp,0,
48,Adenophora liliifolia (L.) A. DC.,1,814486,Adenophora liliifolia,1,species,(L.) A. DC.,(L.) A.DC.,1,(L.) A.DC.,Campanulaceae,Adenophora,Adenophora,1,liliifolia,liliifolia,1,,,NA,,,NA,,,NA,,,https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:139459-1,,Y,Accepted,Adenophora liliifolia,Adenophora liliifolia,(L.) A.DC.,814486,species,https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:139459-1,,Campanulaceae,1,1,wcvp,0,
49,Adenostyles alliariae (Gouan) A. Kern.,1,57586,Adenostyles alliariae,1,species,(Gouan) A. Kern.,(Gouan) A.Kern.,1,(Gouan) A.Kern.,Asteraceae,Adenostyles,Adenostyles,1,alliariae,alliariae,1,,,NA,,,NA,,,NA,,,https://www.worldfloraonline.org/taxon/wfo-0000058083,,Y,Accepted,Adenostyles alliariae,Adenostyles alliariae,(Gouan) A.Kern.,57586,species,https://www.worldfloraonline.org/taxon/wfo-0000058083,,Asteraceae,1,1,wfo,0,
50,Adenostyles alpina (L.) Bluff & Fingerh.,1,57888,Adenostyles alpina,1,species,(L.) Bluff & Fingerh.,(L.) Bluff & Fingerh.,1,(L.) Bluff & Fingerh.,Asteraceae,Adenostyles,Adenostyles,1,alpina,alpina,1,,,NA,,,NA,,,NA,,,https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:175036-1,,Y,Accepted,Adenostyles alpina,Adenostyles alpina,(L.) Bluff & Fingerh.,57888,species,https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:175036-1,,Asteraceae,1,1,wcvp,0,
51,Adenostyles alpina subsp. alpina,1,111505,Adenostyles alpina subsp. alpina,1,subspecies,,,NA,,Asteraceae,Adenostyles,Adenostyles,1,alpina,alpina,1,,,NA,subsp.,alpina,1,,,NA,,,https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:77179722-1,,Y,Accepted,Adenostyles alpina subsp. alpina,Adenostyles alpina,,111505,subspecies,https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:77179722-1,,Asteraceae,1,1,wcvp,0,
52,Adonis aestivalis L.,1,514665,Adonis aestivalis,1,species,L.,L.,1,L.,Ranunculaceae,Adonis,Adonis,1,aestivalis,aestivalis,1,,,NA,,,NA,,,NA,,,https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:708056-1,,Y,Accepted,Adonis aestivalis,Adonis aestivalis,L.,514665,species,https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:708056-1,,Ranunculaceae,1,1,wcvp,0,
53,Adonis aestivalis subsp. aestivalis,1,1223673,Adonis aestivalis subsp. aestivalis,1,subspecies,,,NA,,Ranunculaceae,Adonis,Adonis,1,aestivalis,aestivalis,1,,,NA,subsp.,aestivalis,1,,,NA,,,https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:77227397-1,,Y,Accepted,Adonis aestivalis subsp. aestivalis,Adonis aestivalis,,1223673,subspecies,https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:77227397-1,,Ranunculaceae,1,1,wcvp,0,
54,Adonis aestivalis subsp. provincialis C.H. Steinb.,0.96166,514675,Adonis aestivalis subsp. provincialis,1,subspecies,C.H. Steinb.,(DC.) C.H.Steinb.,0.8083,(DC.) C.H.Steinb.,Ranunculaceae,Adonis,Adonis,1,aestivalis,aestivalis,1,,,NA,subsp.,provincialis,1,,,NA,,,https://www.worldfloraonline.org/taxon/wfo-0000521115,,Y,Synonym,Adonis aestivalis subsp. squarrosa,Adonis aestivalis,(Steven) Nyman,514678,subspecies,https://www.worldfloraonline.org/taxon/wfo-0000521118,,Ranunculaceae,1,1,wfo,0,
55,Adonis flammea Jacq.,1,514762,Adonis flammea,1,species,Jacq.,Jacq.,1,Jacq.,Ranunculaceae,Adonis,Adonis,1,flammea,flammea,1,,,NA,,,NA,,,NA,,,https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:708101-1,,Y,Accepted,Adonis flammea,Adonis flammea,Jacq.,514762,species,https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:708101-1,,Ranunculaceae,1,1,wcvp,0,
56,Adonis flammea subsp. flammea,0.96021221090168,1708898,Adonis flammea fo. flammea,0.96021221090168,forma,,,NA,,Ranunculaceae,Adonis,Adonis,1,flammea,flammea,1,,,NA,fo.,flammea,0.7,,,NA,,,https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:77227532-1,,Y,Accepted,Adonis flammea fo. flammea,Adonis flammea,,1708898,forma,https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:77227532-1,,Ranunculaceae,1,1,wcvp,0,
